filepath,theta,phi,turbidity,exposure,elevation,fov
D://360 google/dashcam_illumination/train/0yp5W1gFpjqCNu1hjf98Pg_F.png,69.20264295493354,77.47565623544165,4.500000,0.033102,0.04,84.65
D://360 google/dashcam_illumination/train/0yp5W1gFpjqCNu1hjf98Pg_B.png,-110.79735704506649,85.8356562354416,4.500000,0.033102,8.4,80.14
D://360 google/dashcam_illumination/train/0ZFF5g078r5Pu-93yuj8DQ_F.png,179.2934543599475,78.33190229278219,4.500000,0.029189,3.93,86.05
D://360 google/dashcam_illumination/train/0ZFF5g078r5Pu-93yuj8DQ_B.png,-0.706545640052533,67.44190229278216,4.500000,0.029189,-6.96,70.98
D://360 google/dashcam_illumination/train/0ZlqD8185DJOCQ-F5UH9Jg_F.png,-116.33950301231934,75.24682579284888,4.500000,0.029445,0.91,74.65
D://360 google/dashcam_illumination/train/0ZlqD8185DJOCQ-F5UH9Jg_B.png,63.66049698768066,66.9168257928489,4.500000,0.029445,-7.42,93.0
D://360 google/dashcam_illumination/train/0zX2SEwECblcKG-0N5VY1A_F.png,86.46456796875933,82.47425024124519,4.000000,0.035068,4.47,76.24
D://360 google/dashcam_illumination/train/0zX2SEwECblcKG-0N5VY1A_B.png,-93.53543203124067,76.42425024124519,4.000000,0.035068,-1.58,69.93
D://360 google/dashcam_illumination/train/0_RoY1n2NK9SkW81VOmSBw_F.png,126.94827144576597,60.72409857739506,4.500000,0.027975,2.57,90.15
D://360 google/dashcam_illumination/train/0_RoY1n2NK9SkW81VOmSBw_B.png,-53.051728554234046,63.25409857739508,4.500000,0.027975,5.1,69.05
D://360 google/dashcam_illumination/train/0_Si2DzusbSEZ5iKVfDHjg_F.png,115.51843746475133,58.07420594522898,4.500000,0.025464,-2.53,84.81
D://360 google/dashcam_illumination/train/0_Si2DzusbSEZ5iKVfDHjg_B.png,-64.4815625352487,63.40420594522895,4.500000,0.025464,2.8,90.42
D://360 google/dashcam_illumination/train/1-C5P-a-M2fIHLoflRMC2A_F.png,79.51314149345056,67.94145404812825,3.500000,0.048395,4.96,78.71
D://360 google/dashcam_illumination/train/1-C5P-a-M2fIHLoflRMC2A_B.png,-100.48685850654947,61.05145404812825,3.500000,0.048395,-1.93,82.37
D://360 google/dashcam_illumination/train/1-Ou6K3-1oeG-idsZsYNow_F.png,-166.81369963279354,67.92647533246402,5.500000,0.022042,6.6,84.32
D://360 google/dashcam_illumination/train/1-Ou6K3-1oeG-idsZsYNow_B.png,13.186300367206455,65.56647533246402,5.500000,0.022042,4.24,71.29
D://360 google/dashcam_illumination/train/10hDz6lXgxLhsBKT9dghOA_F.png,-173.5142177770424,50.97047323844251,3.500000,0.040912,3.03,61.83
D://360 google/dashcam_illumination/train/10hDz6lXgxLhsBKT9dghOA_B.png,6.485782222957587,43.62047323844249,3.500000,0.040912,-4.32,83.0
D://360 google/dashcam_illumination/train/10RTLXdKvaVFho8urzjZPQ_F.png,-90.18784169035743,53.77497951153032,5.500000,0.024322,-9.51,83.23
D://360 google/dashcam_illumination/train/10RTLXdKvaVFho8urzjZPQ_B.png,89.81215830964257,58.614979511530336,5.500000,0.024322,-4.67,60.61
D://360 google/dashcam_illumination/train/11k12PdfytUyYEJ_XAMNug_F.png,-145.48134750042362,54.4045114088144,4.500000,0.032525,-8.41,76.7
D://360 google/dashcam_illumination/train/11k12PdfytUyYEJ_XAMNug_B.png,34.51865249957637,62.05451140881442,4.500000,0.032525,-0.76,81.38
D://360 google/dashcam_illumination/train/11OX9dV8UnkGrd-JOWMc5w_F.png,2.725486819006375,72.40984009910542,3.500000,0.048366,8.8,72.73
D://360 google/dashcam_illumination/train/11OX9dV8UnkGrd-JOWMc5w_B.png,-177.27451318099364,58.83984009910544,3.500000,0.048366,-4.77,62.22
D://360 google/dashcam_illumination/train/11yGC1GIRlGS1lwfSIphFQ_F.png,-147.59981060367346,40.39279692366996,3.500000,0.039342,-5.32,75.33
D://360 google/dashcam_illumination/train/11yGC1GIRlGS1lwfSIphFQ_B.png,32.40018939632653,53.892796923669955,3.500000,0.039342,8.18,61.5
D://360 google/dashcam_illumination/train/13sFnNkWoW7lYhtwYHAbAw_F.png,153.8008691702719,58.662007194896624,4.500000,0.030906,1.03,99.66
D://360 google/dashcam_illumination/train/13sFnNkWoW7lYhtwYHAbAw_B.png,-26.199130829728105,64.11200719489662,4.500000,0.030906,6.48,99.18
D://360 google/dashcam_illumination/train/13TOw_t-KS68bcfDKQHijQ_F.png,-39.38599737157916,50.26992462525905,3.500000,0.036072,4.13,83.22
D://360 google/dashcam_illumination/train/13TOw_t-KS68bcfDKQHijQ_B.png,140.61400262842085,41.46992462525905,3.500000,0.036072,-4.67,65.28
D://360 google/dashcam_illumination/train/19SmelCrPKQxzCkFQOfURQ_F.png,-70.78363156226341,46.04622468732805,4.500000,0.027374,-0.52,89.11
D://360 google/dashcam_illumination/train/19SmelCrPKQxzCkFQOfURQ_B.png,109.21636843773659,40.95622468732806,4.500000,0.027374,-5.61,73.07
D://360 google/dashcam_illumination/train/1a-dy27afRRF0BOP0Llsjw_F.png,-128.10701002841944,82.43769286721263,4.000000,0.039649,5.58,96.33
D://360 google/dashcam_illumination/train/1a-dy27afRRF0BOP0Llsjw_B.png,51.89298997158055,67.62769286721256,4.000000,0.039649,-9.23,66.25
D://360 google/dashcam_illumination/train/1A18sGqAhHbKiJr2DZzcZA_F.png,58.50598976876006,74.73317763390007,5.500000,0.026685,7.45,80.18
D://360 google/dashcam_illumination/train/1A18sGqAhHbKiJr2DZzcZA_B.png,-121.49401023123994,69.08317763390009,5.500000,0.026685,1.8,93.74
D://360 google/dashcam_illumination/train/1AbTqCrpgXbL7yAOFSm1Ig_F.png,-150.962276362122,62.75682453311552,4.000000,0.059695,-5.33,74.97
D://360 google/dashcam_illumination/train/1AbTqCrpgXbL7yAOFSm1Ig_B.png,29.03772363787801,64.31682453311555,4.000000,0.059695,-3.77,74.94
D://360 google/dashcam_illumination/train/1AgYU8BjsArACo_8JOg9Lw_F.png,-134.36964025306665,61.873818180564484,4.000000,0.031175,8.31,60.7
D://360 google/dashcam_illumination/train/1AgYU8BjsArACo_8JOg9Lw_B.png,45.63035974693335,60.96381818056449,4.000000,0.031175,7.4,78.98
D://360 google/dashcam_illumination/train/1AM9EeXiU7NZhAbfnQeAIg_F.png,-156.67307016382964,63.892011322147404,4.500000,0.026772,1.71,76.86
D://360 google/dashcam_illumination/train/1AM9EeXiU7NZhAbfnQeAIg_B.png,23.326929836170386,66.21201132214742,4.500000,0.026772,4.03,98.06
D://360 google/dashcam_illumination/train/1au9v95RyAeVmN1CrT8gzw_F.png,149.7493001306066,88.6063821564596,4.000000,0.033196,7.7,65.69
D://360 google/dashcam_illumination/train/1au9v95RyAeVmN1CrT8gzw_B.png,149.74930013060654,84.65361784354056,4.000000,0.033196,0.96,64.39
D://360 google/dashcam_illumination/train/1BJx6YNd8iWATvzDslfL3w_F.png,11.362385027715444,52.388550761610176,4.000000,0.030640,3.55,87.05
D://360 google/dashcam_illumination/train/1BJx6YNd8iWATvzDslfL3w_B.png,-168.63761497228458,55.128550761610185,4.000000,0.030640,6.29,95.03
D://360 google/dashcam_illumination/train/1BODPIHnLon1HDwQ3RQ0XQ_F.png,-139.63950225302074,38.22941310837043,3.500000,0.034728,-6.12,76.28
D://360 google/dashcam_illumination/train/1BODPIHnLon1HDwQ3RQ0XQ_B.png,40.36049774697926,51.8194131083704,3.500000,0.034728,7.47,68.8
D://360 google/dashcam_illumination/train/1BPvcw7b1raLliwBp5Ww6A_F.png,28.234759502299287,36.43062646701461,4.000000,0.027356,-9.27,92.19
D://360 google/dashcam_illumination/train/1BPvcw7b1raLliwBp5Ww6A_B.png,-151.76524049770072,53.630626467014615,4.000000,0.027356,7.93,90.38
D://360 google/dashcam_illumination/train/1C9qVbqD39vjoWoMboUjYg_F.png,98.6163976013664,61.85654327993658,4.500000,0.027173,3.7,88.1
D://360 google/dashcam_illumination/train/1C9qVbqD39vjoWoMboUjYg_B.png,-81.38360239863361,58.496543279936596,4.500000,0.027173,0.34,72.35
D://360 google/dashcam_illumination/train/1CJVwSVMvx5JbMogUnaYGQ_F.png,-135.37915772871867,42.4320506686122,3.500000,0.035010,-7.06,68.61
D://360 google/dashcam_illumination/train/1CJVwSVMvx5JbMogUnaYGQ_B.png,44.62084227128133,40.282050668612186,3.500000,0.035010,-9.21,88.98
D://360 google/dashcam_illumination/train/1cYRk7NdIrr1Lam628IRSw_F.png,125.24887438188871,59.13907841783041,4.500000,0.032526,-1.13,79.87
D://360 google/dashcam_illumination/train/1cYRk7NdIrr1Lam628IRSw_B.png,-54.7511256181113,63.889078417830405,4.500000,0.032526,3.62,63.2
D://360 google/dashcam_illumination/train/1DEKGTLHb5En-P-YnKmVNw_F.png,-43.20723853528985,63.39363662320311,4.000000,0.037276,7.11,64.65
D://360 google/dashcam_illumination/train/1DEKGTLHb5En-P-YnKmVNw_B.png,136.79276146471017,52.29363662320311,4.000000,0.037276,-3.99,92.34
D://360 google/dashcam_illumination/train/1dG_9wzwOiZH69_MvWyUHA_F.png,177.35612762020446,76.55685375295994,4.500000,0.027366,-1.92,96.69
D://360 google/dashcam_illumination/train/1dG_9wzwOiZH69_MvWyUHA_B.png,-2.6438723797955768,73.90685375295998,4.500000,0.027366,-4.57,82.56
D://360 google/dashcam_illumination/train/1dsnbNiJd3OA7zOfJeye_A_F.png,54.175147801924695,77.44305898170637,3.500000,0.040573,-1.94,74.4
D://360 google/dashcam_illumination/train/1dsnbNiJd3OA7zOfJeye_A_B.png,-125.82485219807532,72.4830589817064,3.500000,0.040573,-6.9,72.39
D://360 google/dashcam_illumination/train/1dYoaoAqQn4N3P5Aa3frTg_F.png,-130.27310624151247,38.61649321267401,4.000000,0.026193,-5.73,85.34
D://360 google/dashcam_illumination/train/1dYoaoAqQn4N3P5Aa3frTg_B.png,49.726893758487556,39.946493212674,4.000000,0.026193,-4.4,66.4
D://360 google/dashcam_illumination/train/1edjEz1qhYNUhrAaE1EohQ_F.png,-112.24173710337566,77.42657031726556,3.000000,0.041154,-8.7,97.54
D://360 google/dashcam_illumination/train/1edjEz1qhYNUhrAaE1EohQ_B.png,67.75826289662434,80.43657031726553,3.000000,0.041154,-5.69,99.94
D://360 google/dashcam_illumination/train/1EwEFgFbGVxE9-7-k2dO1Q_F.png,173.50596886659338,58.63485989687767,4.000000,0.034316,3.73,80.96
D://360 google/dashcam_illumination/train/1EwEFgFbGVxE9-7-k2dO1Q_B.png,-6.494031133406639,55.23485989687766,4.000000,0.034316,0.33,66.86
D://360 google/dashcam_illumination/train/1fK4V04ypIcVlMRRuNXW8g_F.png,-178.86454930937225,57.63951174255376,4.000000,0.038339,-5.9,98.48
D://360 google/dashcam_illumination/train/1fK4V04ypIcVlMRRuNXW8g_B.png,1.135450690627735,68.94951174255377,4.000000,0.038339,5.41,95.19
D://360 google/dashcam_illumination/train/1G4oIkphSU6c6vYoQ3kXoQ_F.png,13.702064294947922,36.16073342933385,2.500000,0.053732,-9.87,96.75
D://360 google/dashcam_illumination/train/1G4oIkphSU6c6vYoQ3kXoQ_B.png,-166.2979357050521,45.23073342933385,2.500000,0.053732,-0.8,72.69
D://360 google/dashcam_illumination/train/1gcVlii-MIN4E-jRVh62Jw_F.png,-130.75929167221398,46.20722905045616,4.000000,0.033229,-7.36,66.06
D://360 google/dashcam_illumination/train/1gcVlii-MIN4E-jRVh62Jw_B.png,49.24070832778604,57.03722905045617,4.000000,0.033229,3.47,77.46
D://360 google/dashcam_illumination/train/1gM9_Go_Q-4cC82elO1JxQ_F.png,129.70045507408335,62.56655472570706,3.500000,0.051466,0.43,97.96
D://360 google/dashcam_illumination/train/1gM9_Go_Q-4cC82elO1JxQ_B.png,-50.29954492591666,63.75655472570704,3.500000,0.051466,1.62,96.7
D://360 google/dashcam_illumination/train/1gZK4O6mslLQqP7yCvkQlg_F.png,-123.26863403098451,66.20056277002483,4.000000,0.037900,8.49,60.72
D://360 google/dashcam_illumination/train/1gZK4O6mslLQqP7yCvkQlg_B.png,56.731365969015485,55.19056277002486,4.000000,0.037900,-2.52,68.37
D://360 google/dashcam_illumination/train/1H-raVqmjyYpCp9mKatzFg_F.png,104.24927514219013,61.90571066074473,3.500000,0.041872,5.66,71.36
D://360 google/dashcam_illumination/train/1H-raVqmjyYpCp9mKatzFg_B.png,-75.75072485780989,58.145710660744705,3.500000,0.041872,1.9,69.14
D://360 google/dashcam_illumination/train/1H34sIGt4ibAVR890eGhnA_F.png,143.6469548002635,52.24063490872683,4.000000,0.039686,-9.93,76.19
D://360 google/dashcam_illumination/train/1H34sIGt4ibAVR890eGhnA_B.png,-36.35304519973652,52.440634908726835,4.000000,0.039686,-9.73,65.17
D://360 google/dashcam_illumination/train/1hBor3gVufESk-DTXcrbjA_F.png,159.52651508800312,43.50160213115556,3.500000,0.040118,-3.0,70.59
D://360 google/dashcam_illumination/train/1hBor3gVufESk-DTXcrbjA_B.png,-20.473484911996874,40.27160213115556,3.500000,0.040118,-6.23,86.01
D://360 google/dashcam_illumination/train/1HEsOgJorkFXJK0ql2oZJw_F.png,-96.72139028523807,71.42604155772177,5.000000,0.024833,7.84,74.94
D://360 google/dashcam_illumination/train/1HEsOgJorkFXJK0ql2oZJw_B.png,83.27860971476194,56.59604155772174,5.000000,0.024833,-6.99,83.52
D://360 google/dashcam_illumination/train/1hz9T7YVIaeupLjaScZQ_g_F.png,132.52742226826345,72.78866257698301,4.500000,0.033135,0.14,99.46
D://360 google/dashcam_illumination/train/1hz9T7YVIaeupLjaScZQ_g_B.png,-47.47257773173657,74.02866257698302,4.500000,0.033135,1.38,94.1
D://360 google/dashcam_illumination/train/1H_aMB9bNPqRUqeNBClNvQ_F.png,74.35308587653714,60.00070683368473,4.000000,0.035300,6.43,83.47
D://360 google/dashcam_illumination/train/1H_aMB9bNPqRUqeNBClNvQ_B.png,-105.64691412346289,58.63070683368472,4.000000,0.035300,5.06,76.76
D://360 google/dashcam_illumination/train/1i9GN7di-HbF0gUkKPQN2g_F.png,153.88009819908132,28.345293209840364,3.500000,0.030058,-9.27,88.07
D://360 google/dashcam_illumination/train/1i9GN7di-HbF0gUkKPQN2g_B.png,-26.11990180091872,28.765293209840365,3.500000,0.030058,-8.85,88.32
D://360 google/dashcam_illumination/train/1iu-liHuYejtAUPeck_iRQ_F.png,133.5798605627261,64.60848875604665,4.000000,0.039175,1.03,68.32
D://360 google/dashcam_illumination/train/1iu-liHuYejtAUPeck_iRQ_B.png,-46.420139437273924,61.21848875604664,4.000000,0.039175,-2.36,90.38
D://360 google/dashcam_illumination/train/1iZgbPBOgU5r-PyicnjEzg_F.png,-110.0490648642409,74.79372878118868,4.500000,0.030458,8.36,94.83
D://360 google/dashcam_illumination/train/1iZgbPBOgU5r-PyicnjEzg_B.png,69.9509351357591,62.663728781188674,4.500000,0.030458,-3.77,69.6
D://360 google/dashcam_illumination/train/1jtKOFXUoS_b3mlELa8rWA_F.png,61.438197957737415,53.073551665292236,4.000000,0.039762,-3.14,85.4
D://360 google/dashcam_illumination/train/1jtKOFXUoS_b3mlELa8rWA_B.png,-118.56180204226258,58.903551665292255,4.000000,0.039762,2.69,61.07
D://360 google/dashcam_illumination/train/1JvsGn9MoYUKj1SaLTbtFQ_F.png,-121.47557845471277,61.5435263472338,3.500000,0.046930,-5.13,86.66
D://360 google/dashcam_illumination/train/1JvsGn9MoYUKj1SaLTbtFQ_B.png,58.52442154528722,56.84352634723382,3.500000,0.046930,-9.83,99.01
D://360 google/dashcam_illumination/train/1KAbxrEHLX9xxs_Fnl0Yog_F.png,-6.4063088258472565,80.11729494187274,4.000000,0.034734,-1.85,95.01
D://360 google/dashcam_illumination/train/1KAbxrEHLX9xxs_Fnl0Yog_B.png,173.59369117415275,82.86729494187267,4.000000,0.034734,0.9,76.41
D://360 google/dashcam_illumination/train/1KC-ts3I2FFECdmnJZPsfw_F.png,-138.79047079030758,50.83700434919162,4.000000,0.035655,-4.36,91.81
D://360 google/dashcam_illumination/train/1KC-ts3I2FFECdmnJZPsfw_B.png,41.20952920969244,63.37700434919164,4.000000,0.035655,8.18,78.18
D://360 google/dashcam_illumination/train/1kt1CByaraKUxn_KLJdF1g_F.png,133.95542754092205,65.74261849578527,4.000000,0.037888,4.44,91.21
D://360 google/dashcam_illumination/train/1kt1CByaraKUxn_KLJdF1g_B.png,-46.044572459077976,56.912618495785274,4.000000,0.037888,-4.39,69.32
D://360 google/dashcam_illumination/train/1L_j9c0LapFHxuIA_1qdow_F.png,38.166842969335214,87.23059817807948,3.500000,0.034578,0.62,89.5
D://360 google/dashcam_illumination/train/1L_j9c0LapFHxuIA_1qdow_B.png,-141.83315703066484,82.93059817807959,3.500000,0.034578,-3.68,60.33
D://360 google/dashcam_illumination/train/1mwQDtPjMnwxlxM9q9vswg_F.png,-93.25191099947365,52.55696656187545,5.000000,0.036259,-3.69,95.65
D://360 google/dashcam_illumination/train/1mwQDtPjMnwxlxM9q9vswg_B.png,86.74808900052636,51.76696656187548,5.000000,0.036259,-4.48,97.03
D://360 google/dashcam_illumination/train/1Nxr6gLmvNFXH6lAV-1ZOg_F.png,6.666891700054021,53.57636682348958,3.000000,0.065706,-6.66,85.2
D://360 google/dashcam_illumination/train/1Nxr6gLmvNFXH6lAV-1ZOg_B.png,-173.333108299946,54.6763668234896,3.000000,0.065706,-5.56,95.13
D://360 google/dashcam_illumination/train/1o23zIQA4Lfh_7EO6Yzu9A_F.png,-80.72009588199597,51.217386764280604,3.500000,0.038577,-3.96,93.57
D://360 google/dashcam_illumination/train/1o23zIQA4Lfh_7EO6Yzu9A_B.png,99.27990411800403,59.49738676428062,3.500000,0.038577,4.32,82.34
D://360 google/dashcam_illumination/train/1OcAag-LwDtj_qZe_7NxWg_F.png,61.00624378684019,58.89643582824658,4.000000,0.031706,5.91,90.92
D://360 google/dashcam_illumination/train/1OcAag-LwDtj_qZe_7NxWg_B.png,-118.99375621315983,59.466435828246595,4.000000,0.031706,6.48,71.46
D://360 google/dashcam_illumination/train/1PCbBUnvOmAyYo0hsUroVg_F.png,176.74590971929115,39.26728178958971,2.500000,0.055869,0.98,69.04
D://360 google/dashcam_illumination/train/1PCbBUnvOmAyYo0hsUroVg_B.png,-3.2540902807088914,31.01728178958971,2.500000,0.055869,-7.27,95.44
D://360 google/dashcam_illumination/train/1pEjfSF64xaJsjfB4LeKcg_F.png,6.755896473645965,61.96667190343774,3.500000,0.044042,5.26,86.13
D://360 google/dashcam_illumination/train/1pEjfSF64xaJsjfB4LeKcg_B.png,-173.24410352635405,55.196671903437775,3.500000,0.044042,-1.51,99.83
D://360 google/dashcam_illumination/train/1PESC6qxuvDUi1tKjJ_nXw_F.png,-165.88307117148898,65.25713401890664,5.500000,0.021953,3.93,88.1
D://360 google/dashcam_illumination/train/1PESC6qxuvDUi1tKjJ_nXw_B.png,14.116928828511035,58.09713401890663,5.500000,0.021953,-3.23,89.01
D://360 google/dashcam_illumination/train/1pPqQuoTuoy4vv2Ds4eaPA_F.png,-106.92759650641186,49.73232394649735,3.500000,0.038460,-2.25,96.61
D://360 google/dashcam_illumination/train/1pPqQuoTuoy4vv2Ds4eaPA_B.png,73.07240349358814,60.812323946497386,3.500000,0.038460,8.83,96.94
D://360 google/dashcam_illumination/train/1Qv-5rNmaMF25f4Mk5vtiw_F.png,-38.80299280714185,53.98749068360169,3.500000,0.048203,-9.4,98.51
D://360 google/dashcam_illumination/train/1Qv-5rNmaMF25f4Mk5vtiw_B.png,141.19700719285814,69.40749068360171,3.500000,0.048203,6.02,61.47
D://360 google/dashcam_illumination/train/1qX2rB3AsIhBQad46cL1kA_F.png,-94.97635687147017,42.46795659592091,3.500000,0.040930,-2.17,89.49
D://360 google/dashcam_illumination/train/1qX2rB3AsIhBQad46cL1kA_B.png,85.02364312852983,47.067956595920926,3.500000,0.040930,2.43,79.34
D://360 google/dashcam_illumination/train/1RjRB2kU8R_KY78aMAXW5g_F.png,-148.89518618656726,39.74060208199258,3.000000,0.040712,-5.98,89.1
D://360 google/dashcam_illumination/train/1RjRB2kU8R_KY78aMAXW5g_B.png,31.104813813432756,43.26060208199258,3.000000,0.040712,-2.46,86.5
D://360 google/dashcam_illumination/train/1RmHMPw5xhqvcbfi1dTbhQ_F.png,-14.393762424518004,62.817880554293524,4.000000,0.038050,-0.03,85.35
D://360 google/dashcam_illumination/train/1RmHMPw5xhqvcbfi1dTbhQ_B.png,165.606237575482,67.12788055429348,4.000000,0.038050,4.28,60.42
D://360 google/dashcam_illumination/train/1Rpu6YzbXvhaz1Vt5Z1ADw_F.png,161.20082739005812,55.3672593079538,3.000000,0.048899,8.93,74.32
D://360 google/dashcam_illumination/train/1Rpu6YzbXvhaz1Vt5Z1ADw_B.png,-18.799172609941888,44.237259307953806,3.000000,0.048899,-2.2,95.59
D://360 google/dashcam_illumination/train/1s8Vmy8WhPy8_fy8ccDI-w_F.png,-177.5783432095797,52.00208701812958,3.500000,0.040447,-2.7,63.56
D://360 google/dashcam_illumination/train/1s8Vmy8WhPy8_fy8ccDI-w_B.png,2.4216567904202897,48.59208701812958,3.500000,0.040447,-6.11,77.91
D://360 google/dashcam_illumination/train/1sEgz36ZIkuiSEd6xAA7DQ_F.png,103.89619180410827,66.02647765236759,4.500000,0.026858,3.62,98.52
D://360 google/dashcam_illumination/train/1sEgz36ZIkuiSEd6xAA7DQ_B.png,-76.10380819589174,65.16647765236763,4.500000,0.026858,2.76,87.29
D://360 google/dashcam_illumination/train/1srY9u8jAp4KXFGOTlD88w_F.png,-125.97257865928903,50.342342516010476,3.500000,0.053176,-6.28,65.9
D://360 google/dashcam_illumination/train/1srY9u8jAp4KXFGOTlD88w_B.png,54.02742134071097,46.96234251601048,3.500000,0.053176,-9.66,92.54
D://360 google/dashcam_illumination/train/B-1FE4dMT02pmASbGsppdw_F.png,70.7454682049315,38.266718290825175,2.500000,0.039816,8.53,81.96
D://360 google/dashcam_illumination/train/B-1FE4dMT02pmASbGsppdw_B.png,-109.25453179506852,29.666718290825184,2.500000,0.039816,-0.07,82.04
D://360 google/dashcam_illumination/train/b-b4H-3DMBxqNdpej82XfQ_F.png,58.832822788894234,41.407015596768,3.500000,0.038314,-3.23,65.53
D://360 google/dashcam_illumination/train/b-b4H-3DMBxqNdpej82XfQ_B.png,-121.1671772111058,51.377015596768004,3.500000,0.038314,6.74,68.31
D://360 google/dashcam_illumination/train/b2CjyNu0kuQpRS2y0JOnIw_F.png,41.01153916178091,61.29852091919121,4.000000,0.038619,4.57,80.02
D://360 google/dashcam_illumination/train/b2CjyNu0kuQpRS2y0JOnIw_B.png,-138.9884608382191,50.90852091919122,4.000000,0.038619,-5.82,84.25
D://360 google/dashcam_illumination/train/B2q1ps8nkKJLg8rnCQLQRw_F.png,-84.44807912571083,71.5614139391652,4.500000,0.031905,8.13,68.3
D://360 google/dashcam_illumination/train/B2q1ps8nkKJLg8rnCQLQRw_B.png,95.55192087428918,63.1214139391652,4.500000,0.031905,-0.31,72.19
D://360 google/dashcam_illumination/train/b2T0n_C3EzJG4BO0Yd9O2w_F.png,-69.63698012794913,56.576146476733946,4.500000,0.034445,1.81,76.91
D://360 google/dashcam_illumination/train/b2T0n_C3EzJG4BO0Yd9O2w_B.png,110.36301987205087,59.356146476733954,4.500000,0.034445,4.59,91.16
D://360 google/dashcam_illumination/train/b36CXodTNLklVVCGbkXSoQ_F.png,-6.595927433878355,36.27673877426928,3.500000,0.045674,-9.25,69.31
D://360 google/dashcam_illumination/train/b36CXodTNLklVVCGbkXSoQ_B.png,173.40407256612167,36.796738774269286,3.500000,0.045674,-8.73,83.49
D://360 google/dashcam_illumination/train/B3vk0FHKwoDGd5djDad_Sw_F.png,-164.97414707615997,57.18141482043814,3.500000,0.036052,9.55,79.26
D://360 google/dashcam_illumination/train/B3vk0FHKwoDGd5djDad_Sw_B.png,15.02585292384004,50.78141482043815,3.500000,0.036052,3.15,63.03
D://360 google/dashcam_illumination/train/b3_GJhxpGg6jLawQW1emCg_F.png,-127.46580326327992,63.63121620122406,4.500000,0.030672,2.59,97.32
D://360 google/dashcam_illumination/train/b3_GJhxpGg6jLawQW1emCg_B.png,52.53419673672005,66.48121620122409,4.500000,0.030672,5.44,82.22
D://360 google/dashcam_illumination/train/B4E6HKmqBv7x5rZw6m6dlA_F.png,134.6140906027655,44.77492618638581,3.500000,0.036356,-5.29,79.65
D://360 google/dashcam_illumination/train/B4E6HKmqBv7x5rZw6m6dlA_B.png,-45.38590939723453,49.6249261863858,3.500000,0.036356,-0.44,71.08
D://360 google/dashcam_illumination/train/B4q8ZMum6Ajj-Q1mVZ2H8g_F.png,164.33342190525272,69.50222405150457,3.500000,0.042126,6.52,63.84
D://360 google/dashcam_illumination/train/B4q8ZMum6Ajj-Q1mVZ2H8g_B.png,-15.66657809474731,58.6922240515046,3.500000,0.042126,-4.29,66.98
D://360 google/dashcam_illumination/train/b55SXkn-8uNewg06lWyXyA_F.png,150.26738397401152,55.45835807300718,4.000000,0.031300,-3.62,91.85
D://360 google/dashcam_illumination/train/b55SXkn-8uNewg06lWyXyA_B.png,-29.732616025988502,57.04835807300719,4.000000,0.031300,-2.03,97.95
D://360 google/dashcam_illumination/train/B57PcY1do_clW8tAhfUlLA_F.png,-168.72184096573955,36.926380090247086,2.500000,0.062852,-4.84,90.99
D://360 google/dashcam_illumination/train/B57PcY1do_clW8tAhfUlLA_B.png,11.278159034260462,34.856380090247086,2.500000,0.062852,-6.91,95.22
D://360 google/dashcam_illumination/train/b58EwnFUOry4C5atM5EKmA_F.png,57.527780506010195,68.92825599520434,4.000000,0.040133,8.66,84.47
D://360 google/dashcam_illumination/train/b58EwnFUOry4C5atM5EKmA_B.png,-122.47221949398983,66.22825599520434,4.000000,0.040133,5.96,86.36
D://360 google/dashcam_illumination/train/B58WIdgqPrWUPvFj1qYkdA_F.png,-153.5723200799144,54.74545649398743,4.000000,0.034974,-3.41,99.76
D://360 google/dashcam_illumination/train/B58WIdgqPrWUPvFj1qYkdA_B.png,26.42767992008561,48.39545649398747,4.000000,0.034974,-9.76,94.12
D://360 google/dashcam_illumination/train/b5BCxGMQiYhK3qcgt2y8bw_F.png,86.1803844184651,63.57192375601273,4.000000,0.036768,-8.01,71.48
D://360 google/dashcam_illumination/train/b5BCxGMQiYhK3qcgt2y8bw_B.png,-93.81961558153492,77.52192375601274,4.000000,0.036768,5.94,95.12
D://360 google/dashcam_illumination/train/B5lpRgNLAgyd0RIPs9pHvQ_F.png,-5.020056901530962,70.56621510747279,3.500000,0.043216,-3.73,82.86
D://360 google/dashcam_illumination/train/B5lpRgNLAgyd0RIPs9pHvQ_B.png,174.97994309846905,75.9362151074728,3.500000,0.043216,1.64,78.86
D://360 google/dashcam_illumination/train/B696hkdhSZq7kkwfKs0qZA_F.png,-44.41722677387277,44.06492005034723,4.500000,0.025162,-3.56,85.15
D://360 google/dashcam_illumination/train/B696hkdhSZq7kkwfKs0qZA_B.png,135.58277322612722,45.87492005034723,4.500000,0.025162,-1.75,90.08
D://360 google/dashcam_illumination/train/B6LghI2LSNs3Yj0dvcfVTw_F.png,2.778531323498573,62.96658945279514,3.500000,0.044100,4.84,64.75
D://360 google/dashcam_illumination/train/B6LghI2LSNs3Yj0dvcfVTw_B.png,-177.22146867650144,65.8765894527951,3.500000,0.044100,7.75,99.97
D://360 google/dashcam_illumination/train/B72h0gooPNCwIz74IWsiog_F.png,122.07614061133364,69.57730738605451,4.000000,0.030341,-8.83,84.06
D://360 google/dashcam_illumination/train/B72h0gooPNCwIz74IWsiog_B.png,-57.92385938866637,72.82730738605447,4.000000,0.030341,-5.58,61.27
